freq,citizen,agedef,age,unit,sex,geo\TIME_PERIOD	2021 	2022 	2023 	2024 
A,AT,REACH,Y_GE65,NR,T,LU	1 	3 	1 	0 
A,AT,REACH,Y_GE65,NR,T,LV	1 	2 	0 	0 
A,AT,REACH,Y_GE65,NR,T,NL	4 	9 	5 	7 
A,AT,REACH,Y_GE65,NR,T,SE	5 	16 	6 	2 
A,AT,REACH,Y_GE65,NR,T,SK	10 	4 	4 	2 
A,AT,REACH,Y_GE85,NR,T,BE	: 	: 	0 	0 
A,AT,REACH,Y_GE85,NR,T,BG	: 	0 	0 	0 
A,AT,REACH,Y_GE85,NR,T,CZ	1 	0 	0 	0 
A,AT,REACH,Y_GE85,NR,T,DE	: 	: 	: 	11 e
A,AT,REACH,Y_GE85,NR,T,DK	0 	: 	: 	: 
A,AT,REACH,Y_GE85,NR,T,EE	: 	: 	0 	1 
A,AT,REACH,Y_GE85,NR,T,ES	: b@N	: 	: 	: @N
A,AT,REACH,Y_GE85,NR,T,FI	0 	0 	0 	0 
A,AT,REACH,Y_GE85,NR,T,HR	2 	0 	1 	1 
A,AT,REACH,Y_GE85,NR,T,IT	0 	2 	3 	0 
A,AT,REACH,Y_GE85,NR,T,LT	0 	0 	: 	: @N
A,AT,REACH,Y_GE85,NR,T,LU	0 	0 	0 	0 
A,AT,REACH,Y_GE85,NR,T,LV	0 	0 	0 	0 
A,AT,REACH,Y_GE85,NR,T,NL	0 	1 	0 	0 
A,AT,REACH,Y_GE85,NR,T,SE	0 	1 	0 	0 
A,AT,REACH,Y_GE85,NR,T,SK	1 	0 	0 	0 
A,AT,REACH,Y_LT15,NR,T,BE	: 	: 	20 	22 
A,AT,REACH,Y_LT15,NR,T,BG	8 	25 	7 	6 
A,AT,REACH,Y_LT15,NR,T,CZ	9 	5 	2 	14 
A,AT,REACH,Y_LT15,NR,T,DE	: 	: 	: 	361 e
A,AT,REACH,Y_LT15,NR,T,DK	7 	: 	: 	: 
A,AT,REACH,Y_LT15,NR,T,EE	: 	: 	0 	0 
A,AT,REACH,Y_LT15,NR,T,ES	: b@N	: 	: 	: @N
A,AT,REACH,Y_LT15,NR,T,FI	1 	8 	11 	3 
A,AT,REACH,Y_LT15,NR,T,HR	22 	14 	20 	16 
A,AT,REACH,Y_LT15,NR,T,IT	35 	29 	45 	28 
A,AT,REACH,Y_LT15,NR,T,LT	0 	0 	: 	0 
A,AT,REACH,Y_LT15,NR,T,LU	16 	5 	7 	11 
A,AT,REACH,Y_LT15,NR,T,LV	1 	0 	0 	0 
A,AT,REACH,Y_LT15,NR,T,NL	31 	24 	35 	33 
A,AT,REACH,Y_LT15,NR,T,SE	23 	37 	21 	12 
A,AT,REACH,Y_LT15,NR,T,SK	1 	1 	1 	5 
A,AT,REACH,Y_LT5,NR,T,BE	: 	: 	5 	7 
A,AT,REACH,Y_LT5,NR,T,BG	3 	8 	0 	3 
A,AT,REACH,Y_LT5,NR,T,CZ	1 	1 	0 	8 
A,AT,REACH,Y_LT5,NR,T,DE	200 e	186 e	150 e	172 e
A,AT,REACH,Y_LT5,NR,T,DK	1 	: 	: 	: 
A,AT,REACH,Y_LT5,NR,T,EE	: 	: 	0 	0 
A,AT,REACH,Y_LT5,NR,T,ES	: b@N	: 	: 	: @N
A,AT,REACH,Y_LT5,NR,T,FI	1 	1 	5 	2 
A,AT,REACH,Y_LT5,NR,T,HR	7 	8 	14 	3 
A,AT,REACH,Y_LT5,NR,T,IT	14 	11 	19 	12 
A,AT,REACH,Y_LT5,NR,T,LT	0 	0 	0 	0 
A,AT,REACH,Y_LT5,NR,T,LU	7 	1 	3 	2 
A,AT,REACH,Y_LT5,NR,T,LV	0 	0 	0 	0 
A,AT,REACH,Y_LT5,NR,T,NL	14 	13 	14 	8 
A,AT,REACH,Y_LT5,NR,T,SE	8 	16 	5 	5 
A,AT,REACH,Y_LT5,NR,T,SK	1 	0 	0 	2 
A,BE,REACH,TOTAL,NR,T,AT	220 	245 	233 	241 
A,BE,REACH,TOTAL,NR,T,BE	: 	: 	15668 	16198 
A,BE,REACH,TOTAL,NR,T,BG	206 	264 	243 	250 
A,BE,REACH,TOTAL,NR,T,CZ	60 	60 	65 	64 
A,BE,REACH,TOTAL,NR,T,DE	1628 e	1664 e	1636 e	1547 e
A,BE,REACH,TOTAL,NR,T,DK	252 	: 	: 	: 
A,BE,REACH,TOTAL,NR,T,EE	: 	70 	58 	54 
A,BE,REACH,TOTAL,NR,T,ES	6524 b	5853 	5920 	6010 
A,BE,REACH,TOTAL,NR,T,FI	77 	60 	63 	42 
A,BE,REACH,TOTAL,NR,T,FR	7042 	7852 p	8144 p	7876 p
A,BE,REACH,TOTAL,NR,T,HR	50 	55 	39 	43 
A,BE,REACH,TOTAL,NR,T,HU	245 	151 	96 	126 
A,BE,REACH,TOTAL,NR,T,IT	445 	498 	563 	529 
A,BE,REACH,TOTAL,NR,T,LT	15 	7 	13 	22 
A,BE,REACH,TOTAL,NR,T,LU	1053 	955 	882 	847 
A,BE,REACH,TOTAL,NR,T,LV	7 	3 	1 	2 
A,BE,REACH,TOTAL,NR,T,NL	3037 	2859 	2771 	2598 
A,BE,REACH,TOTAL,NR,T,RO	246 	202 e	304 	213 
A,BE,REACH,TOTAL,NR,T,SE	278 	359 	363 	307 
A,BE,REACH,TOTAL,NR,T,SI	27 	20 	19 	20 
A,BE,REACH,TOTAL,NR,T,SK	5 	6 	2 	2 
A,BE,REACH,UNK,NR,T,AT	: 	: 	0 	: 
A,BE,REACH,UNK,NR,T,BE	: 	: 	0 	0 
A,BE,REACH,UNK,NR,T,BG	: 	: 	0 	0 
A,BE,REACH,UNK,NR,T,CZ	: 	: 	0 	0 
A,BE,REACH,UNK,NR,T,DE	0 	0 	0 	0 
A,BE,REACH,UNK,NR,T,DK	0 	: 	: 	: 
A,BE,REACH,UNK,NR,T,EE	: 	: 	0 	0 
A,BE,REACH,UNK,NR,T,ES	0 	0 	0 	0 
A,BE,REACH,UNK,NR,T,FI	: 	: 	0 	0 
A,BE,REACH,UNK,NR,T,HR	: 	: 	0 	0 
A,BE,REACH,UNK,NR,T,HU	0 	: 	0 	: 
A,BE,REACH,UNK,NR,T,IT	: 	0 	0 	0 
A,BE,REACH,UNK,NR,T,LT	0 	: 	0 	0 
A,BE,REACH,UNK,NR,T,LU	: 	: 	0 	0 
A,BE,REACH,UNK,NR,T,LV	0 	: 	0 	0 
A,BE,REACH,UNK,NR,T,NL	: 	: 	0 	0 
A,BE,REACH,UNK,NR,T,SE	: 	: 	0 	0 
A,BE,REACH,UNK,NR,T,SI	: 	: 	0 	: 
A,BE,REACH,UNK,NR,T,SK	: 	: 	0 	0 
A,BE,REACH,Y10-14,NR,T,BE	: 	: 	721 	764 
A,BE,REACH,Y10-14,NR,T,BG	1 	8 	2 	2 
A,BE,REACH,Y10-14,NR,T,CZ	2 	0 	1 	2 
A,BE,REACH,Y10-14,NR,T,DE	38 e	36 e	26 e	41 e
A,BE,REACH,Y10-14,NR,T,DK	5 	: 	: 	: 
A,BE,REACH,Y10-14,NR,T,EE	: 	: 	0 	0 
A,BE,REACH,Y10-14,NR,T,ES	158 b	186 	188 	265 
A,BE,REACH,Y10-14,NR,T,FI	1 	3 	1 	0 
A,BE,REACH,Y10-14,NR,T,HR	1 	0 	0 	2 
A,BE,REACH,Y10-14,NR,T,IT	7 	19 	20 	23 
A,BE,REACH,Y10-14,NR,T,LT	0 	0 	0 	0 
A,BE,REACH,Y10-14,NR,T,LU	33 	29 	25 	31 
A,BE,REACH,Y10-14,NR,T,LV	0 	0 	0 	0 
A,BE,REACH,Y10-14,NR,T,NL	83 	74 	52 	56 
A,BE,REACH,Y10-14,NR,T,SE	5 	20 	18 	9 
A,BE,REACH,Y10-14,NR,T,SK	0 	0 	0 	0 
A,BE,REACH,Y15-19,NR,T,BE	: 	: 	935 	1022 
A,BE,REACH,Y15-19,NR,T,BG	1 	6 	0 	3 
A,BE,REACH,Y15-19,NR,T,CZ	2 	0 	3 	1 
A,BE,REACH,Y15-19,NR,T,DE	85 e	62 e	66 e	67 e
A,BE,REACH,Y15-19,NR,T,DK	28 	: 	: 	: 
A,BE,REACH,Y15-19,NR,T,EE	: 	: 	1 	5 
A,BE,REACH,Y15-19,NR,T,ES	161 b	168 	147 	190 
A,BE,REACH,Y15-19,NR,T,FI	1 	3 	0 	1 
A,BE,REACH,Y15-19,NR,T,HR	1 	1 	0 	1 
A,BE,REACH,Y15-19,NR,T,IT	22 	16 	18 	16 
A,BE,REACH,Y15-19,NR,T,LT	2 	0 	0 	0 
A,BE,REACH,Y15-19,NR,T,LU	61 	48 	35 	36 
A,BE,REACH,Y15-19,NR,T,LV	0 	0 	0 	0 
A,BE,REACH,Y15-19,NR,T,NL	437 	428 	483 	437 
A,BE,REACH,Y15-19,NR,T,SE	2 	18 	6 	7 
A,BE,REACH,Y15-19,NR,T,SK	0 	1 	0 	0 
A,BE,REACH,Y15-64,NR,T,BE	: 	: 	11386 	11984 
A,BE,REACH,Y15-64,NR,T,BG	186 	219 	217 	209 
A,BE,REACH,Y15-64,NR,T,CZ	50 	53 	58 	53 
A,BE,REACH,Y15-64,NR,T,DE	: 	: 	: 	1383 e
A,BE,REACH,Y15-64,NR,T,DK	230 	: 	: 	: 
A,BE,REACH,Y15-64,NR,T,EE	: 	: 	56 	51 
A,BE,REACH,Y15-64,NR,T,ES	4193 b	: 	: 	3992 
A,BE,REACH,Y15-64,NR,T,FI	74 	52 	55 	41 
A,BE,REACH,Y15-64,NR,T,HR	46 	48 	29 	30 
A,BE,REACH,Y15-64,NR,T,IT	322 	381 	416 	380 
A,BE,REACH,Y15-64,NR,T,LT	14 	: 	: 	: @N
A,BE,REACH,Y15-64,NR,T,LU	869 	780 	736 	690 
A,BE,REACH,Y15-64,NR,T,LV	6 	3 	0 	1 
A,BE,REACH,Y15-64,NR,T,NL	2696 	2552 	2488 	2335 
A,BE,REACH,Y15-64,NR,T,SE	236 	297 	302 	265 
A,BE,REACH,Y15-64,NR,T,SK	5 	6 	2 	2 
A,BE,REACH,Y20-24,NR,T,BE	: 	: 	1075 	1060 
A,BE,REACH,Y20-24,NR,T,BG	11 	17 	12 	12 
A,BE,REACH,Y20-24,NR,T,CZ	6 	7 	2 	6 
A,BE,REACH,Y20-24,NR,T,DE	307 e	328 e	274 e	223 e
A,BE,REACH,Y20-24,NR,T,DK	60 	: 	: 	: 
A,BE,REACH,Y20-24,NR,T,EE	: 	: 	36 	26 
A,BE,REACH,Y20-24,NR,T,ES	242 b	229 	220 	260 
A,BE,REACH,Y20-24,NR,T,FI	18 	9 	13 	10 
A,BE,REACH,Y20-24,NR,T,HR	20 	10 	2 	0 
A,BE,REACH,Y20-24,NR,T,IT	20 	23 	33 	32 
A,BE,REACH,Y20-24,NR,T,LT	1 	: 	3 	4 
A,BE,REACH,Y20-24,NR,T,LU	107 	90 	79 	92 
A,BE,REACH,Y20-24,NR,T,LV	1 	0 	0 	0 
A,BE,REACH,Y20-24,NR,T,NL	605 	568 	511 	505 
A,BE,REACH,Y20-24,NR,T,SE	51 	67 	68 	69 
A,BE,REACH,Y20-24,NR,T,SK	0 	0 	0 	0 
A,BE,REACH,Y25-29,NR,T,BE	: 	: 	1563 	1652 
A,BE,REACH,Y25-29,NR,T,BG	23 	22 	20 	20 
A,BE,REACH,Y25-29,NR,T,CZ	12 	9 	9 	6 
A,BE,REACH,Y25-29,NR,T,DE	336 e	341 e	336 e	319 e
A,BE,REACH,Y25-29,NR,T,DK	51 	: 	: 	: 
A,BE,REACH,Y25-29,NR,T,EE	: 	: 	6 	3 
A,BE,REACH,Y25-29,NR,T,ES	332 b	388 	356 	345 
A,BE,REACH,Y25-29,NR,T,FI	21 	13 	13 	7 
A,BE,REACH,Y25-29,NR,T,HR	2 	5 	4 	4 
A,BE,REACH,Y25-29,NR,T,IT	41 	54 	50 	46 
A,BE,REACH,Y25-29,NR,T,LT	0 	: 	3 	: @N
A,BE,REACH,Y25-29,NR,T,LU	165 	169 	138 	110 
A,BE,REACH,Y25-29,NR,T,LV	1 	0 	0 	0 
A,BE,REACH,Y25-29,NR,T,NL	555 	546 	554 	484 
A,BE,REACH,Y25-29,NR,T,SE	54 	73 	63 	52 
A,BE,REACH,Y25-29,NR,T,SK	0 	1 	0 	1 
A,BE,REACH,Y30-34,NR,T,BE	: 	: 	1718 	1829 
A,BE,REACH,Y30-34,NR,T,BG	20 	17 	30 	21 
A,BE,REACH,Y30-34,NR,T,CZ	10 	11 	20 	15 
A,BE,REACH,Y30-34,NR,T,DE	209 e	233 e	243 e	258 e
A,BE,REACH,Y30-34,NR,T,DK	36 	: 	: 	: 
A,BE,REACH,Y30-34,NR,T,EE	: 	: 	3 	2 
A,BE,REACH,Y30-34,NR,T,ES	325 b	347 	360 	349 
A,BE,REACH,Y30-34,NR,T,FI	11 	8 	10 	5 
A,BE,REACH,Y30-34,NR,T,HR	3 	6 	6 	8 
A,BE,REACH,Y30-34,NR,T,IT	37 	51 	53 	41 
A,BE,REACH,Y30-34,NR,T,LT	0 	: 	: 	: @N
A,BE,REACH,Y30-34,NR,T,LU	121 	108 	130 	97 
A,BE,REACH,Y30-34,NR,T,LV	0 	0 	0 	0 
A,BE,REACH,Y30-34,NR,T,NL	337 	320 	305 	274 
A,BE,REACH,Y30-34,NR,T,SE	52 	45 	49 	47 
A,BE,REACH,Y30-34,NR,T,SK	0 	2 	2 	0 
A,BE,REACH,Y35-39,NR,T,BE	: 	: 	1473 	1534 
A,BE,REACH,Y35-39,NR,T,BG	21 	27 	29 	27 
A,BE,REACH,Y35-39,NR,T,CZ	4 	8 	6 	13 
A,BE,REACH,Y35-39,NR,T,DE	171 e	169 e	177 e	178 e
A,BE,REACH,Y35-39,NR,T,DK	21 	: 	: 	: 
A,BE,REACH,Y35-39,NR,T,EE	: 	: 	2 	2 
A,BE,REACH,Y35-39,NR,T,ES	277 b	339 	357 	338 
A,BE,REACH,Y35-39,NR,T,FI	9 	4 	8 	6 
A,BE,REACH,Y35-39,NR,T,HR	1 	3 	0 	5 
A,BE,REACH,Y35-39,NR,T,IT	40 	37 	56 	34 
A,BE,REACH,Y35-39,NR,T,LT	5 	0 	: 	: @N
A,BE,REACH,Y35-39,NR,T,LU	83 	80 	71 	76 
A,BE,REACH,Y35-39,NR,T,LV	0 	2 	0 	0 
A,BE,REACH,Y35-39,NR,T,NL	245 	214 	194 	201 
A,BE,REACH,Y35-39,NR,T,SE	36 	37 	35 	31 
A,BE,REACH,Y35-39,NR,T,SK	2 	0 	0 	0 
A,BE,REACH,Y40-44,NR,T,BE	: 	: 	1224 	1330 
A,BE,REACH,Y40-44,NR,T,BG	21 	26 	25 	18 
A,BE,REACH,Y40-44,NR,T,CZ	5 	7 	4 	7 
A,BE,REACH,Y40-44,NR,T,DE	93 e	120 e	130 e	124 e
A,BE,REACH,Y40-44,NR,T,DK	12 	: 	: 	: 
A,BE,REACH,Y40-44,NR,T,EE	: 	: 	4 	2 
A,BE,REACH,Y40-44,NR,T,ES	319 b	364 	352 	355 
A,BE,REACH,Y40-44,NR,T,FI	5 	6 	4 	1 
A,BE,REACH,Y40-44,NR,T,HR	3 	3 	1 	1 
A,BE,REACH,Y40-44,NR,T,IT	43 	34 	38 	46 
A,BE,REACH,Y40-44,NR,T,LT	2 	: 	3 	4 
A,BE,REACH,Y40-44,NR,T,LU	84 	77 	59 	61 
A,BE,REACH,Y40-44,NR,T,LV	0 	0 	0 	0 
A,BE,REACH,Y40-44,NR,T,NL	154 	165 	143 	144 
A,BE,REACH,Y40-44,NR,T,SE	14 	21 	28 	19 
A,BE,REACH,Y40-44,NR,T,SK	2 	0 	0 	0 
A,BE,REACH,Y45-49,NR,T,BE	: 	: 	1008 	1070 
A,BE,REACH,Y45-49,NR,T,BG	20 	32 	12 	29 
A,BE,REACH,Y45-49,NR,T,CZ	5 	3 	6 	1 
A,BE,REACH,Y45-49,NR,T,DE	77 e	98 e	89 e	80 e
A,BE,REACH,Y45-49,NR,T,DK	5 	: 	: 	: 
A,BE,REACH,Y45-49,NR,T,EE	: 	: 	1 	2 
A,BE,REACH,Y45-49,NR,T,ES	378 b	370 	350 	357 
A,BE,REACH,Y45-49,NR,T,FI	6 	3 	4 	6 
A,BE,REACH,Y45-49,NR,T,HR	4 	7 	1 	2 
A,BE,REACH,Y45-49,NR,T,IT	32 	38 	33 	30 
A,BE,REACH,Y45-49,NR,T,LT	4 	0 	0 	: @N
A,BE,REACH,Y45-49,NR,T,LU	99 	71 	64 	59 
A,BE,REACH,Y45-49,NR,T,LV	0 	1 	0 	0 
A,BE,REACH,Y45-49,NR,T,NL	128 	113 	104 	109 
A,BE,REACH,Y45-49,NR,T,SE	8 	19 	14 	15 
A,BE,REACH,Y45-49,NR,T,SK	0 	0 	0 	0 
A,BE,REACH,Y5-9,NR,T,BE	: 	: 	862 	855 
A,BE,REACH,Y5-9,NR,T,BG	4 	3 	4 	4 
A,BE,REACH,Y5-9,NR,T,CZ	0 	3 	2 	1 
A,BE,REACH,Y5-9,NR,T,DE	48 e	42 e	34 e	35 e
A,BE,REACH,Y5-9,NR,T,DK	2 	: 	: 	: 
A,BE,REACH,Y5-9,NR,T,EE	: 	: 	0 	1 
A,BE,REACH,Y5-9,NR,T,ES	174 b	184 	194 	233 
A,BE,REACH,Y5-9,NR,T,FI	1 	3 	3 	0 
A,BE,REACH,Y5-9,NR,T,HR	0 	1 	0 	1 
A,BE,REACH,Y5-9,NR,T,IT	22 	14 	28 	26 
A,BE,REACH,Y5-9,NR,T,LT	0 	0 	0 	: @N
A,BE,REACH,Y5-9,NR,T,LU	47 	36 	36 	33 
A,BE,REACH,Y5-9,NR,T,LV	0 	0 	0 	0 
A,BE,REACH,Y5-9,NR,T,NL	85 	74 	72 	66 
A,BE,REACH,Y5-9,NR,T,SE	15 	22 	12 	12 
A,BE,REACH,Y5-9,NR,T,SK	0 	0 	0 	0 
A,BE,REACH,Y50-54,NR,T,BE	: 	: 	913 	990 
A,BE,REACH,Y50-54,NR,T,BG	23 	22 	24 	26 
A,BE,REACH,Y50-54,NR,T,CZ	1 	3 	4 	1 
A,BE,REACH,Y50-54,NR,T,DE	63 e	57 e	80 e	78 e
A,BE,REACH,Y50-54,NR,T,DK	8 	: 	: 	: 
A,BE,REACH,Y50-54,NR,T,EE	: 	: 	2 	5 
A,BE,REACH,Y50-54,NR,T,ES	496 b	481 	465 	435 
A,BE,REACH,Y50-54,NR,T,FI	2 	2 	3 	2 
A,BE,REACH,Y50-54,NR,T,HR	4 	3 	7 	3 
A,BE,REACH,Y50-54,NR,T,IT	34 	35 	33 	47 
A,BE,REACH,Y50-54,NR,T,LT	0 	: 	: 	: @N
A,BE,REACH,Y50-54,NR,T,LU	81 	65 	79 	75 
A,BE,REACH,Y50-54,NR,T,LV	1 	0 	0 	0 
A,BE,REACH,Y50-54,NR,T,NL	103 	99 	84 	84 
A,BE,REACH,Y50-54,NR,T,SE	8 	13 	19 	9 
A,BE,REACH,Y50-54,NR,T,SK	0 	1 	0 	0 
A,BE,REACH,Y55-59,NR,T,BE	: 	: 	782 	798 
A,BE,REACH,Y55-59,NR,T,BG	27 	23 	28 	32 
A,BE,REACH,Y55-59,NR,T,CZ	4 	1 	3 	3 
A,BE,REACH,Y55-59,NR,T,DE	57 e	46 e	63 e	31 e
A,BE,REACH,Y55-59,NR,T,DK	6 	: 	: 	: 
A,BE,REACH,Y55-59,NR,T,EE	: 	: 	1 	3 
A,BE,REACH,Y55-59,NR,T,ES	693 b	534 	587 	513 
A,BE,REACH,Y55-59,NR,T,FI	1 	1 	0 	2 
A,BE,REACH,Y55-59,NR,T,HR	2 	3 	6 	1 
A,BE,REACH,Y55-59,NR,T,IT	25 	43 	43 	34 
A,BE,REACH,Y55-59,NR,T,LT	0 	0 	0 	: @N
A,BE,REACH,Y55-59,NR,T,LU	42 	34 	51 	44 
A,BE,REACH,Y55-59,NR,T,LV	1 	0 	0 	1 
A,BE,REACH,Y55-59,NR,T,NL	70 	61 	63 	55 
A,BE,REACH,Y55-59,NR,T,SE	5 	2 	12 	10 
A,BE,REACH,Y55-59,NR,T,SK	0 	0 	0 	1 
A,BE,REACH,Y60-64,NR,T,BE	: 	: 	695 	699 
A,BE,REACH,Y60-64,NR,T,BG	19 	27 	37 	21 
A,BE,REACH,Y60-64,NR,T,CZ	1 	4 	1 	0 
A,BE,REACH,Y60-64,NR,T,DE	37 e	37 e	36 e	25 e
A,BE,REACH,Y60-64,NR,T,DK	3 	: 	: 	: 
A,BE,REACH,Y60-64,NR,T,EE	: 	: 	0 	1 
A,BE,REACH,Y60-64,NR,T,ES	970 b	808 	796 	850 
A,BE,REACH,Y60-64,NR,T,FI	0 	3 	0 	1 
A,BE,REACH,Y60-64,NR,T,HR	6 	7 	2 	5 
A,BE,REACH,Y60-64,NR,T,IT	28 	50 	59 	54 
A,BE,REACH,Y60-64,NR,T,LT	0 	0 	0 	: @N
A,BE,REACH,Y60-64,NR,T,LU	26 	38 	30 	40 
A,BE,REACH,Y60-64,NR,T,LV	2 	0 	0 	0 
A,BE,REACH,Y60-64,NR,T,NL	62 	38 	47 	42 
A,BE,REACH,Y60-64,NR,T,SE	6 	2 	8 	6 
A,BE,REACH,Y60-64,NR,T,SK	1 	1 	0 	0 
A,BE,REACH,Y65-69,NR,T,BE	: 	: 	537 	558 
A,BE,REACH,Y65-69,NR,T,BG	9 	24 	9 	16 
A,BE,REACH,Y65-69,NR,T,CZ	3 	2 	1 	1 
A,BE,REACH,Y65-69,NR,T,DE	22 e	16 e	15 e	15 e
A,BE,REACH,Y65-69,NR,T,DK	1 	: 	: 	: 
A,BE,REACH,Y65-69,NR,T,EE	: 	: 	2 	0 
A,BE,REACH,Y65-69,NR,T,ES	860 b	681 	759 	739 
A,BE,REACH,Y65-69,NR,T,FI	0 	1 	1 	0 
A,BE,REACH,Y65-69,NR,T,HR	1 	4 	4 	6 
A,BE,REACH,Y65-69,NR,T,IT	38 	33 	46 	49 
A,BE,REACH,Y65-69,NR,T,LT	1 	0 	0 	0 
A,BE,REACH,Y65-69,NR,T,LU	15 	21 	13 	16 
A,BE,REACH,Y65-69,NR,T,LV	1 	0 	0 	0 
A,BE,REACH,Y65-69,NR,T,NL	33 	30 	28 	32 
A,BE,REACH,Y65-69,NR,T,SE	4 	4 	7 	2 
A,BE,REACH,Y65-69,NR,T,SK	0 	0 	0 	0 
A,BE,REACH,Y70-74,NR,T,BE	: 	: 	343 	339 
A,BE,REACH,Y70-74,NR,T,BG	3 	4 	5 	8 
A,BE,REACH,Y70-74,NR,T,CZ	0 	1 	0 	2 
A,BE,REACH,Y70-74,NR,T,DE	11 e	12 e	13 e	9 e
A,BE,REACH,Y70-74,NR,T,DK	0 	: 	: 	: 
A,BE,REACH,Y70-74,NR,T,EE	: 	: 	0 	1 
A,BE,REACH,Y70-74,NR,T,ES	529 b	337 	336 	332 
A,BE,REACH,Y70-74,NR,T,FI	0 	1 	0 	1 
A,BE,REACH,Y70-74,NR,T,HR	1 	2 	5 	1 
A,BE,REACH,Y70-74,NR,T,IT	18 	10 	14 	22 
A,BE,REACH,Y70-74,NR,T,LT	0 	0 	0 	0 
A,BE,REACH,Y70-74,NR,T,LU	11 	12 	7 	17 
A,BE,REACH,Y70-74,NR,T,LV	0 	0 	0 	0 
A,BE,REACH,Y70-74,NR,T,NL	17 	20 	23 	13 
A,BE,REACH,Y70-74,NR,T,SE	2 	1 	4 	1 
A,BE,REACH,Y70-74,NR,T,SK	0 	0 	0 	0 
A,BE,REACH,Y75-79,NR,T,BE	: 	: 	259 	270 
A,BE,REACH,Y75-79,NR,T,BG	2 	0 	5 	8 
A,BE,REACH,Y75-79,NR,T,CZ	1 	0 	0 	0 
A,BE,REACH,Y75-79,NR,T,DE	9 e	6 e	8 e	8 e
A,BE,REACH,Y75-79,NR,T,DK	0 	: 	: 	: 
A,BE,REACH,Y75-79,NR,T,EE	: 	: 	0 	0 
A,BE,REACH,Y75-79,NR,T,ES	281 b	175 	182 	147 
A,BE,REACH,Y75-79,NR,T,FI	0 	0 	0 	0 
A,BE,REACH,Y75-79,NR,T,HR	1 	0 	1 	1 
A,BE,REACH,Y75-79,NR,T,IT	6 	13 	9 	7 
A,BE,REACH,Y75-79,NR,T,LT	0 	0 	0 	0 
A,BE,REACH,Y75-79,NR,T,LU	6 	13 	8 	9 
A,BE,REACH,Y75-79,NR,T,LV	0 	0 	0 	0 
A,BE,REACH,Y75-79,NR,T,NL	14 	8 	9 	7 
A,BE,REACH,Y75-79,NR,T,SE	0 	1 	1 	1 
A,BE,REACH,Y75-79,NR,T,SK	0 	0 	0 	0 
A,BE,REACH,Y80-84,NR,T,BE	: 	: 	138 	117 
A,BE,REACH,Y80-84,NR,T,BG	1 	0 	0 	0 
A,BE,REACH,Y80-84,NR,T,CZ	1 	0 	0 	1 
A,BE,REACH,Y80-84,NR,T,DE	4 e	1 e	1 e	4 e
A,BE,REACH,Y80-84,NR,T,DK	0 	: 	: 	: 
A,BE,REACH,Y80-84,NR,T,EE	: 	: 	0 	0 
A,BE,REACH,Y80-84,NR,T,ES	103 b	69 	74 	92 
A,BE,REACH,Y80-84,NR,T,FI	0 	0 	0 	0 
A,BE,REACH,Y80-84,NR,T,HR	0 	0 	0 	0 
A,BE,REACH,Y80-84,NR,T,IT	9 	2 	2 	0 
A,BE,REACH,Y80-84,NR,T,LT	0 	0 	0 	0 
A,BE,REACH,Y80-84,NR,T,LU	2 	5 	4 	1 
A,BE,REACH,Y80-84,NR,T,LV	0 	0 	0 	0 
A,BE,REACH,Y80-84,NR,T,NL	5 	10 	4 	6 
A,BE,REACH,Y80-84,NR,T,SE	0 	0 	2 	1 
A,BE,REACH,Y80-84,NR,T,SK	0 	0 	0 	0 
A,BE,REACH,Y85-89,NR,T,BE	: 	: 	83 	67 
A,BE,REACH,Y85-89,NR,T,BG	0 	0 	0 	0 
A,BE,REACH,Y85-89,NR,T,CZ	0 	0 	0 	0 
A,BE,REACH,Y85-89,NR,T,DE	2 e	1 e	1 e	4 e
A,BE,REACH,Y85-89,NR,T,DK	0 	: 	: 	: 
A,BE,REACH,Y85-89,NR,T,EE	: 	: 	0 	0 
A,BE,REACH,Y85-89,NR,T,ES	63 b	25 	33 	30 
A,BE,REACH,Y85-89,NR,T,FI	0 	0 	0 	0 
A,BE,REACH,Y85-89,NR,T,HR	0 	0 	0 	0 
A,BE,REACH,Y85-89,NR,T,IT	2 	1 	1 	3 
A,BE,REACH,Y85-89,NR,T,LT	0 	0 	0 	: @N
A,BE,REACH,Y85-89,NR,T,LU	1 	3 	4 	2 
A,BE,REACH,Y85-89,NR,T,LV	0 	0 	1 	0 
A,BE,REACH,Y85-89,NR,T,NL	6 	3 	6 	1 
A,BE,REACH,Y85-89,NR,T,SE	0 	0 	0 	0 
A,BE,REACH,Y85-89,NR,T,SK	0 	0 	0 	0 
A,BE,REACH,Y90-94,NR,T,BE	: 	: 	30 	23 
A,BE,REACH,Y90-94,NR,T,BG	0 	0 	0 	0 
A,BE,REACH,Y90-94,NR,T,CZ	0 	0 	0 	0 
A,BE,REACH,Y90-94,NR,T,DE	2 e	2 e	2 e	1 e
A,BE,REACH,Y90-94,NR,T,DK	0 	: 	: 	: 
A,BE,REACH,Y90-94,NR,T,EE	: 	: 	0 	0 
A,BE,REACH,Y90-94,NR,T,ES	19 b	5 	11 	16 
A,BE,REACH,Y90-94,NR,T,FI	0 	0 	0 	0 
A,BE,REACH,Y90-94,NR,T,HR	0 	0 	0 	1 
A,BE,REACH,Y90-94,NR,T,IT	1 	0 	2 	0 
A,BE,REACH,Y90-94,NR,T,LT	0 	0 	0 	0 
